,Method,Slice,Violation_gap
3566,Proposed_HSRS,Business Slice,62.013329553856
3567,ADSS,Critical Slice,55.97874711040001
3568,ADSS,Performance Slice,82.340706119968
3569,ADSS,Business Slice,78.544813897552
3570,Optimal ILP,Critical Slice,0.0
3571,Optimal ILP,Performance Slice,0.20808140076966053
3572,Optimal ILP,Business Slice,34.980824900296
3573,BestCQI,Critical Slice,100.0
3574,BestCQI,Performance Slice,62.171354611648
3575,BestCQI,Business Slice,100.0
3576,NVS,Critical Slice,60.25859114133334
3577,NVS,Performance Slice,62.3556230281984
3578,NVS,Business Slice,79.762570570384
3579,Proposed_HSRS,Critical Slice,0.0
3580,Proposed_HSRS,Performance Slice,0.0
3581,Proposed_HSRS,Business Slice,58.21649663660799
3582,ADSS,Critical Slice,77.9893735552
3583,ADSS,Performance Slice,100.0
3584,ADSS,Business Slice,60.85706616244
3585,Optimal ILP,Critical Slice,0.0
3586,Optimal ILP,Performance Slice,0.0
3587,Optimal ILP,Business Slice,22.84086411668
3588,BestCQI,Critical Slice,100.0
3589,BestCQI,Performance Slice,71.61852196409599
3590,BestCQI,Business Slice,82.007725057792
3591,NVS,Critical Slice,60.25859114133334
3592,NVS,Performance Slice,54.9086949653248
3593,NVS,Business Slice,77.657099097748
3594,Proposed_HSRS,Critical Slice,0.0
3595,Proposed_HSRS,Performance Slice,0.0
3596,Proposed_HSRS,Business Slice,65.39205444790399
3597,ADSS,Critical Slice,75.5646528312889
3598,ADSS,Performance Slice,60.418970301664
3599,ADSS,Business Slice,56.18333581107999
3600,Optimal ILP,Critical Slice,0.0
3601,Optimal ILP,Performance Slice,0.0
3602,Optimal ILP,Business Slice,0.0
3603,BestCQI,Critical Slice,100.0
3604,BestCQI,Performance Slice,100.0
3605,BestCQI,Business Slice,100.0
3606,NVS,Critical Slice,0.0
3607,NVS,Performance Slice,52.61789679842559
3608,NVS,Business Slice,74.495188203592
3609,Proposed_HSRS,Critical Slice,0.0
3610,Proposed_HSRS,Performance Slice,0.0
3611,Proposed_HSRS,Business Slice,59.099743533280005
3612,ADSS,Critical Slice,0.0
3613,ADSS,Performance Slice,100.0
3614,ADSS,Business Slice,71.36267176664
3615,Optimal ILP,Critical Slice,0.0
3616,Optimal ILP,Performance Slice,0.02108289200798404
3617,Optimal ILP,Business Slice,8.326549739936
3618,BestCQI,Critical Slice,100.0
3619,BestCQI,Performance Slice,100.0
3620,BestCQI,Business Slice,100.0
3621,NVS,Critical Slice,18.604582370133325
3622,NVS,Performance Slice,53.9475642984256
3623,NVS,Business Slice,77.96644714372
3624,Proposed_HSRS,Critical Slice,0.0
3625,Proposed_HSRS,Performance Slice,0.0
3626,Proposed_HSRS,Business Slice,43.531458977679996
3627,ADSS,Critical Slice,0.0
3628,ADSS,Performance Slice,100.0
3629,ADSS,Business Slice,86.265934295536
3630,Optimal ILP,Critical Slice,0.0
3631,Optimal ILP,Performance Slice,0.0
3632,Optimal ILP,Business Slice,0.7645814789879978
3633,BestCQI,Critical Slice,100.0
3634,BestCQI,Performance Slice,100.0
3635,BestCQI,Business Slice,90.76188674584
3636,NVS,Critical Slice,25.40843709866667
3637,NVS,Performance Slice,53.89507742487041
3638,NVS,Business Slice,72.50506084719999
3639,Proposed_HSRS,Critical Slice,0.0
3640,Proposed_HSRS,Performance Slice,0.0
3641,Proposed_HSRS,Business Slice,59.71350127715199
3642,ADSS,Critical Slice,0.0
3643,ADSS,Performance Slice,100.0
3644,ADSS,Business Slice,75.37914049256
3645,Optimal ILP,Critical Slice,0.0
3646,Optimal ILP,Performance Slice,0.0
3647,Optimal ILP,Business Slice,0.8263100063519959
3648,BestCQI,Critical Slice,100.0
3649,BestCQI,Performance Slice,100.0
3650,BestCQI,Business Slice,100.0
3651,NVS,Critical Slice,0.0
3652,NVS,Performance Slice,62.250084884416005
3653,NVS,Business Slice,73.4863679236
3654,Proposed_HSRS,Critical Slice,0.0
3655,Proposed_HSRS,Performance Slice,0.0
3656,Proposed_HSRS,Business Slice,33.23867006327199
3657,ADSS,Critical Slice,0.0
3658,ADSS,Performance Slice,60.46694201051201
3659,ADSS,Business Slice,77.1028358472
3660,Optimal ILP,Critical Slice,0.0
3661,Optimal ILP,Performance Slice,0.0
3662,Optimal ILP,Business Slice,2.865516400831998
3663,BestCQI,Critical Slice,100.0
3664,BestCQI,Performance Slice,100.0
3665,BestCQI,Business Slice,100.0
3666,NVS,Critical Slice,0.0
3667,NVS,Performance Slice,55.65987799930239
3668,NVS,Business Slice,75.81653116331199
3669,Proposed_HSRS,Critical Slice,0.0
3670,Proposed_HSRS,Performance Slice,0.0
3671,Proposed_HSRS,Business Slice,45.798835652152
3672,ADSS,Critical Slice,0.0
3673,ADSS,Performance Slice,100.0
3674,ADSS,Business Slice,79.597843721104
3675,Optimal ILP,Critical Slice,0.0
3676,Optimal ILP,Performance Slice,0.02108289200798404
3677,Optimal ILP,Business Slice,11.49904276106
3678,BestCQI,Critical Slice,100.0
3679,BestCQI,Performance Slice,88.34622065534082
3680,BestCQI,Business Slice,100.0
3681,NVS,Critical Slice,0.0
3682,NVS,Performance Slice,61.44980116042239
3683,NVS,Business Slice,77.589726809548
3684,Proposed_HSRS,Critical Slice,0.0
3685,Proposed_HSRS,Performance Slice,0.0
3686,Proposed_HSRS,Business Slice,48.615772260736
3687,ADSS,Critical Slice,0.0
3688,ADSS,Performance Slice,69.06660616331199
3689,ADSS,Business Slice,80.103899874784
3690,Optimal ILP,Critical Slice,0.0
3691,Optimal ILP,Performance Slice,0.0
3692,Optimal ILP,Business Slice,8.685584459507997
3693,BestCQI,Critical Slice,100.0
3694,BestCQI,Performance Slice,87.68251566112001
3695,BestCQI,Business Slice,91.0137390625
3696,NVS,Critical Slice,24.938124518400006
3697,NVS,Performance Slice,62.120843005081596
3698,NVS,Business Slice,78.28778817108399
3699,Proposed_HSRS,Critical Slice,0.0
3700,Proposed_HSRS,Performance Slice,0.0
3701,Proposed_HSRS,Business Slice,33.856190309552
3702,ADSS,Critical Slice,26.44312451840001
3703,ADSS,Performance Slice,78.151632599392
3704,ADSS,Business Slice,80.990909261824
3705,Optimal ILP,Critical Slice,0.0
3706,Optimal ILP,Performance Slice,0.0
3707,Optimal ILP,Business Slice,17.505002045759998
3708,BestCQI,Critical Slice,100.0
3709,BestCQI,Performance Slice,89.54326
3710,BestCQI,Business Slice,84.4782765625
3711,NVS,Critical Slice,10.985521395200005
3712,NVS,Performance Slice,63.672309942207995
3713,NVS,Business Slice,77.693077994968
3714,Proposed_HSRS,Critical Slice,0.0
3715,Proposed_HSRS,Performance Slice,0.0
3716,Proposed_HSRS,Business Slice,79.20842488441599
3717,ADSS,Critical Slice,86.3844533056
3718,ADSS,Performance Slice,100.0
3719,ADSS,Business Slice,60.10926935968
3720,Optimal ILP,Critical Slice,0.0
3721,Optimal ILP,Performance Slice,0.0
3722,Optimal ILP,Business Slice,0.0
3723,BestCQI,Critical Slice,100.0
3724,BestCQI,Performance Slice,100.0
3725,BestCQI,Business Slice,98.15237734916799
3726,NVS,Critical Slice,14.591250321066674
3727,NVS,Performance Slice,61.2850036604224
3728,NVS,Business Slice,76.876145193304
3729,Proposed_HSRS,Critical Slice,0.0
3730,Proposed_HSRS,Performance Slice,0.0
3731,Proposed_HSRS,Business Slice,33.805396342832
3732,ADSS,Critical Slice,85.6868229568
3733,ADSS,Performance Slice,85.140006148864
3734,ADSS,Business Slice,60.18334349716
3735,Optimal ILP,Critical Slice,0.0
3736,Optimal ILP,Performance Slice,0.024704963627946726
3737,Optimal ILP,Business Slice,5.123672822027998
3738,BestCQI,Critical Slice,100.0
3739,BestCQI,Performance Slice,67.3226875
3740,BestCQI,Business Slice,90.19680625
3741,NVS,Critical Slice,30.96204361866668
3742,NVS,Performance Slice,62.4826073959744
3743,NVS,Business Slice,74.45885655122801
3744,Proposed_HSRS,Critical Slice,0.0
3745,Proposed_HSRS,Performance Slice,0.0
3746,Proposed_HSRS,Business Slice,51.046817692432
3747,ADSS,Critical Slice,83.00604150613333
3748,ADSS,Performance Slice,65.278238878288
3749,ADSS,Business Slice,77.14422340499199
3750,Optimal ILP,Critical Slice,0.0
3751,Optimal ILP,Performance Slice,0.0
3752,Optimal ILP,Business Slice,3.672572582204002
3753,BestCQI,Critical Slice,100.0
3754,BestCQI,Performance Slice,100.0
3755,BestCQI,Business Slice,100.0
3756,NVS,Critical Slice,35.62989430826667
3757,NVS,Performance Slice,62.97530678686719
3758,NVS,Business Slice,76.48778465094401
3759,Proposed_HSRS,Critical Slice,0.0
3760,Proposed_HSRS,Performance Slice,0.0
3761,Proposed_HSRS,Business Slice,78.507189066112
3762,ADSS,Critical Slice,0.0
3763,ADSS,Performance Slice,61.495515401056
3764,ADSS,Business Slice,64.23273430276
3765,Optimal ILP,Critical Slice,0.0
3766,Optimal ILP,Performance Slice,0.0
3767,Optimal ILP,Business Slice,30.293034255804002
3768,BestCQI,Critical Slice,100.0
3769,BestCQI,Performance Slice,86.92907499999998
3770,BestCQI,Business Slice,87.68251566112001
3771,NVS,Critical Slice,60.25859114133334
3772,NVS,Performance Slice,68.38314802819839
3773,NVS,Business Slice,74.27226002802401
3774,Proposed_HSRS,Critical Slice,0.0
3775,Proposed_HSRS,Performance Slice,0.0
3776,Proposed_HSRS,Business Slice,69.250498318304
3777,ADSS,Critical Slice,75.2380452496
3778,ADSS,Performance Slice,92.42232494220801
3779,ADSS,Business Slice,82.60314051664
3780,Optimal ILP,Critical Slice,0.0
3781,Optimal ILP,Performance Slice,0.0
3782,Optimal ILP,Business Slice,12.418925182031995
3783,BestCQI,Critical Slice,100.0
3784,BestCQI,Performance Slice,100.0
3785,BestCQI,Business Slice,100.0
3786,NVS,Critical Slice,60.25859114133334
3787,NVS,Performance Slice,68.04960240175359
3788,NVS,Business Slice,77.97456007136799
3789,Proposed_HSRS,Critical Slice,0.0
3790,Proposed_HSRS,Performance Slice,0.0
3791,Proposed_HSRS,Business Slice,79.34716708275201
3792,ADSS,Critical Slice,88.99468677760001
3793,ADSS,Performance Slice,81.48473745184
3794,ADSS,Business Slice,81.566101493872
3795,Optimal ILP,Critical Slice,0.0
3796,Optimal ILP,Performance Slice,0.0
3797,Optimal ILP,Business Slice,12.114162508655996
3798,BestCQI,Critical Slice,100.0
3799,BestCQI,Performance Slice,89.54326
3800,BestCQI,Business Slice,100.0
3801,NVS,Critical Slice,60.25859114133334
3802,NVS,Performance Slice,63.90991175797118
3803,NVS,Business Slice,79.36574443192
3804,Proposed_HSRS,Critical Slice,0.0
3805,Proposed_HSRS,Performance Slice,0.0
3806,Proposed_HSRS,Business Slice,70.23956545403202
3807,ADSS,Critical Slice,69.73538863840001
3808,ADSS,Performance Slice,82.398554611648
3809,ADSS,Business Slice,64.86765614164001
3810,Optimal ILP,Critical Slice,0.0
3811,Optimal ILP,Performance Slice,0.20808140076966053
3812,Optimal ILP,Business Slice,35.990350990371994
3813,BestCQI,Critical Slice,100.0
3814,BestCQI,Performance Slice,100.0
3815,BestCQI,Business Slice,100.0
3816,NVS,Critical Slice,60.25859114133334
3817,NVS,Performance Slice,63.987795493523194
3818,NVS,Business Slice,77.68143779039201
3819,Proposed_HSRS,Critical Slice,0.0
3820,Proposed_HSRS,Performance Slice,0.0
3821,Proposed_HSRS,Business Slice,71.683424845888
3822,ADSS,Critical Slice,58.730075416000005
3823,ADSS,Performance Slice,85.304615545536
3824,ADSS,Business Slice,84.71860616812799
3825,Optimal ILP,Critical Slice,0.0
3826,Optimal ILP,Performance Slice,0.0
3827,Optimal ILP,Business Slice,0.0
3828,BestCQI,Critical Slice,100.0
3829,BestCQI,Performance Slice,100.0
3830,BestCQI,Business Slice,100.0
3831,NVS,Critical Slice,0.0
3832,NVS,Performance Slice,60.53607799930241
3833,NVS,Business Slice,75.277553023864
3834,Proposed_HSRS,Critical Slice,0.0
3835,Proposed_HSRS,Performance Slice,0.0
3836,Proposed_HSRS,Business Slice,58.566409194399995
3837,ADSS,Critical Slice,0.0
3838,ADSS,Performance Slice,59.477169200752
3839,ADSS,Business Slice,53.18509375
3840,Optimal ILP,Critical Slice,0.0
3841,Optimal ILP,Performance Slice,0.0
3842,Optimal ILP,Business Slice,10.291936927871994
3843,BestCQI,Critical Slice,100.0
3844,BestCQI,Performance Slice,100.0
3845,BestCQI,Business Slice,78.215125
3846,NVS,Critical Slice,0.0
3847,NVS,Performance Slice,71.75585295884798
3848,NVS,Business Slice,73.806297937612
3849,Proposed_HSRS,Critical Slice,0.0
3850,Proposed_HSRS,Performance Slice,0.0
3851,Proposed_HSRS,Business Slice,51.484913683239995
3852,ADSS,Critical Slice,0.0
3853,ADSS,Performance Slice,77.63522948884
3854,ADSS,Business Slice,72.08695309369601
3855,Optimal ILP,Critical Slice,0.0
3856,Optimal ILP,Performance Slice,0.007564904865465726
3857,Optimal ILP,Business Slice,4.095452172179998
3858,BestCQI,Critical Slice,100.0
3859,BestCQI,Performance Slice,88.79634999999999
3860,BestCQI,Business Slice,100.0
3861,NVS,Critical Slice,7.756040863999991
3862,NVS,Performance Slice,66.0867061835392
3863,NVS,Business Slice,72.657442118872
3864,Proposed_HSRS,Critical Slice,0.0
3865,Proposed_HSRS,Performance Slice,0.0
3866,Proposed_HSRS,Business Slice,40.13533241879199
3867,ADSS,Critical Slice,0.0
3868,ADSS,Performance Slice,65.60980933888
3869,ADSS,Business Slice,71.499062384416
3870,Optimal ILP,Critical Slice,0.0
3871,Optimal ILP,Performance Slice,0.0
3872,Optimal ILP,Business Slice,0.0
3873,BestCQI,Critical Slice,100.0
3874,BestCQI,Performance Slice,91.1314112760064
3875,BestCQI,Business Slice,100.0
3876,NVS,Critical Slice,11.58124903679999
3877,NVS,Performance Slice,64.67238240175361
3878,NVS,Business Slice,71.819345214976
3879,Proposed_HSRS,Critical Slice,0.0
3880,Proposed_HSRS,Performance Slice,0.0
3881,Proposed_HSRS,Business Slice,45.622468417696005
3882,ADSS,Critical Slice,0.0
3883,ADSS,Performance Slice,83.102612398864
3884,ADSS,Business Slice,71.00758577496
3885,Optimal ILP,Critical Slice,0.0
3886,Optimal ILP,Performance Slice,0.024462264788822637
3887,Optimal ILP,Business Slice,1.932484937723998
3888,BestCQI,Critical Slice,100.0
3889,BestCQI,Performance Slice,88.79634999999999
3890,BestCQI,Business Slice,79.060276623904
3891,NVS,Critical Slice,0.0
3892,NVS,Performance Slice,64.31005357951359
3893,NVS,Business Slice,75.38372608428399
3894,Proposed_HSRS,Critical Slice,0.0
3895,Proposed_HSRS,Performance Slice,0.0
3896,Proposed_HSRS,Business Slice,33.622444875448
3897,ADSS,Critical Slice,0.0
3898,ADSS,Performance Slice,100.0
3899,ADSS,Business Slice,81.38503108144
3900,Optimal ILP,Critical Slice,0.0
3901,Optimal ILP,Performance Slice,0.02108289200798404
3902,Optimal ILP,Business Slice,4.368772621935991
3903,BestCQI,Critical Slice,100.0
3904,BestCQI,Performance Slice,85.219018793344
3905,BestCQI,Business Slice,88.75482816111999
3906,NVS,Critical Slice,0.0
3907,NVS,Performance Slice,57.933180533977605
3908,NVS,Business Slice,75.67967018607999
3909,Proposed_HSRS,Critical Slice,0.0
3910,Proposed_HSRS,Performance Slice,0.0
3911,Proposed_HSRS,Business Slice,50.127591822688004
3912,ADSS,Critical Slice,100.0
3913,ADSS,Performance Slice,86.093799884416
3914,ADSS,Business Slice,77.36574058887999
3915,Optimal ILP,Critical Slice,0.0
3916,Optimal ILP,Performance Slice,0.02977432560159624
3917,Optimal ILP,Business Slice,9.682059017411994
3918,BestCQI,Critical Slice,100.0
3919,BestCQI,Performance Slice,100.0
3920,BestCQI,Business Slice,100.0
3921,NVS,Critical Slice,27.509164740266666
3922,NVS,Performance Slice,60.654032413311995
3923,NVS,Business Slice,77.294135426776
3924,Proposed_HSRS,Critical Slice,0.0
3925,Proposed_HSRS,Performance Slice,0.0
3926,Proposed_HSRS,Business Slice,43.666909093263996
3927,ADSS,Critical Slice,0.0
3928,ADSS,Performance Slice,56.481043619968
3929,ADSS,Business Slice,55.566050645800004
3930,Optimal ILP,Critical Slice,0.0
3931,Optimal ILP,Performance Slice,0.20808140076966053
3932,Optimal ILP,Business Slice,0.8919674670559972
3933,BestCQI,Critical Slice,100.0
3934,BestCQI,Performance Slice,89.20463503467519
3935,BestCQI,Business Slice,100.0
3936,NVS,Critical Slice,0.0
3937,NVS,Performance Slice,63.85460297618559
3938,NVS,Business Slice,78.49343233067201
3939,Proposed_HSRS,Critical Slice,0.0
3940,Proposed_HSRS,Performance Slice,0.0
3941,Proposed_HSRS,Business Slice,32.799868396023996
3942,ADSS,Critical Slice,9.449166024533328
3943,ADSS,Performance Slice,69.523749826624
3944,ADSS,Business Slice,58.6136756458
3945,Optimal ILP,Critical Slice,0.0
3946,Optimal ILP,Performance Slice,0.007564904865465726
3947,Optimal ILP,Business Slice,26.631298608695992
3948,BestCQI,Critical Slice,100.0
3949,BestCQI,Performance Slice,62.717387430649595
3950,BestCQI,Business Slice,88.56294062500001
3951,NVS,Critical Slice,0.0
3952,NVS,Performance Slice,66.6364073959744
3953,NVS,Business Slice,84.754114748032
3954,Proposed_HSRS,Critical Slice,0.0
3955,Proposed_HSRS,Performance Slice,0.0
3956,Proposed_HSRS,Business Slice,51.77603723993599
3957,ADSS,Critical Slice,0.0
3958,ADSS,Performance Slice,93.873709396672
3959,ADSS,Business Slice,72.04932805276
3960,Optimal ILP,Critical Slice,0.0
3961,Optimal ILP,Performance Slice,0.0
3962,Optimal ILP,Business Slice,10.281756713767997
3963,BestCQI,Critical Slice,100.0
3964,BestCQI,Performance Slice,100.0
3965,BestCQI,Business Slice,100.0
3966,NVS,Critical Slice,0.0
3967,NVS,Performance Slice,64.66956051664002
3968,NVS,Business Slice,81.16186788748
3969,Proposed_HSRS,Critical Slice,0.0
3970,Proposed_HSRS,Performance Slice,0.0
3971,Proposed_HSRS,Business Slice,58.70468101883199
3972,ADSS,Critical Slice,53.721249678933326
3973,ADSS,Performance Slice,74.21370617776
3974,ADSS,Business Slice,62.969945186080004
3975,Optimal ILP,Critical Slice,0.0
3976,Optimal ILP,Performance Slice,0.0
3977,Optimal ILP,Business Slice,12.710235165279993
3978,BestCQI,Critical Slice,100.0
3979,BestCQI,Performance Slice,100.0
3980,BestCQI,Business Slice,63.04754698335999
3981,NVS,Critical Slice,0.0
3982,NVS,Performance Slice,72.2101748786368
3983,NVS,Business Slice,72.0246366736
3984,Proposed_HSRS,Critical Slice,0.0
3985,Proposed_HSRS,Performance Slice,0.0
3986,Proposed_HSRS,Business Slice,89.671937384416
3987,ADSS,Critical Slice,0.0
3988,ADSS,Performance Slice,100.0
3989,ADSS,Business Slice,62.657187548159996
3990,Optimal ILP,Critical Slice,0.0
3991,Optimal ILP,Performance Slice,0.0
3992,Optimal ILP,Business Slice,0.0
3993,BestCQI,Critical Slice,100.0
3994,BestCQI,Performance Slice,80.7847244313472
3995,BestCQI,Business Slice,93.84125783056
3996,NVS,Critical Slice,0.0
3997,NVS,Performance Slice,63.075765516640004
3998,NVS,Business Slice,70.330806163312
3999,Proposed_HSRS,Critical Slice,0.0
4000,Proposed_HSRS,Performance Slice,0.0
4001,Proposed_HSRS,Business Slice,38.847146448783995
4002,ADSS,Critical Slice,0.0
4003,ADSS,Performance Slice,0.0
4004,ADSS,Business Slice,67.499054640544
4005,Optimal ILP,Critical Slice,0.0
4006,Optimal ILP,Performance Slice,0.0
4007,Optimal ILP,Business Slice,5.932189145575997
4008,BestCQI,Critical Slice,100.0
4009,BestCQI,Performance Slice,100.0
4010,BestCQI,Business Slice,77.828528190016
4011,NVS,Critical Slice,0.0
4012,NVS,Performance Slice,66.8988416886208
4013,NVS,Business Slice,71.99147965137999
4014,Proposed_HSRS,Critical Slice,0.0
4015,Proposed_HSRS,Performance Slice,0.0
4016,Proposed_HSRS,Business Slice,76.02535005779201
4017,ADSS,Critical Slice,0.0
4018,ADSS,Performance Slice,71.80946853328001
4019,ADSS,Business Slice,70.154909377408
4020,Optimal ILP,Critical Slice,0.0
4021,Optimal ILP,Performance Slice,0.0
4022,Optimal ILP,Business Slice,0.0
4023,BestCQI,Critical Slice,100.0
4024,BestCQI,Performance Slice,100.0
4025,BestCQI,Business Slice,100.0
4026,NVS,Critical Slice,0.0
4027,NVS,Performance Slice,56.85917495376639
4028,NVS,Business Slice,71.21511123511598
4029,Proposed_HSRS,Critical Slice,0.0
4030,Proposed_HSRS,Performance Slice,0.0
4031,Proposed_HSRS,Business Slice,29.879227698783993
4032,ADSS,Critical Slice,7.4424993578666605
4033,ADSS,Performance Slice,67.198524971104
4034,ADSS,Business Slice,59.161825
4035,Optimal ILP,Critical Slice,0.0
4036,Optimal ILP,Performance Slice,0.0
4037,Optimal ILP,Business Slice,13.302877560096004
